CMS Certification Number (CCN),Provider Name,City/Town,County/Parish,State,health_inspection_rating,short_stay_qm_rating,adjusted_total_nurse_hours_per_resident_day,estimated_occupancy_rate,abuse_icon_flag,total_weighted_health_survey_score,rating_cycle_1_total_health_score,missing_metric_count,disqualified_top10_flag,health_inspection_rating_component,short_stay_qm_rating_component,adjusted_total_nurse_hours_per_resident_day_component,estimated_occupancy_rate_component,abuse_icon_flag_component,rating_cycle_1_total_health_score_component,total_weighted_health_survey_score_component,composite_score,eligible_for_top10,overall_rank,eligible_rank
315392,Job Haines Home For Aged People,BLOOMFIELD,Essex,NJ,5.0,4.0,5.82877,0.9475,0,4.0,4.0,0,False,1.0,0.75,0.656811968940568,0.15959000432713122,1.0,0.9923664122137404,0.9942652329749104,0.7587295447936153,True,93,93.0
315009,RUNNELLS CENTER FOR REHABILITATION & HEALTHCARE,BERKELEY HEIGHTS,Union,NJ,4.0,4.0,5.20776,0.8193333333333334,0,32.0,32.0,0,False,0.75,0.75,0.5600806859866511,0.3051709216789269,1.0,0.9389312977099237,0.9541218637992832,0.7584747580380456,True,94,94.0
335224,"WHITE PLAINS CENTER FOR NURSING CARE, L L C",WHITE PLAINS,Westchester,NY,4.0,5.0,4.20302,0.9352272727272727,0,16.0,20.0,0,False,0.75,1.0,0.40357790948527644,0.17353025058022908,1.0,0.9618320610687023,0.9770609318996416,0.7580758324424505,True,95,95.0
315364,JERSEY SHORE CENTER,EATONTOWN,Monmouth,NJ,3.0,5.0,3.121,0.7962025316455696,0,42.0,32.0,0,False,0.5,1.0,0.2350376560565114,0.3314445497318822,1.0,0.9389312977099237,0.9397849462365592,0.7577205392284744,True,96,96.0
315397,PREFERRED CARE AT WALL,ALLENWOOD,Monmouth,NJ,4.0,5.0,3.48397,0.8874074074074074,0,31.0,40.0,0,False,0.75,1.0,0.29157547955980967,0.22784749266791682,1.0,0.9236641221374046,0.9555555555555556,0.7574526882326086,True,97,97.0
315288,BARTLEY NURSING & REHAB,JACKSON,Ocean,NJ,4.0,5.0,3.4828,0.9055555555555556,0,20.0,16.0,0,False,0.75,1.0,0.29139323514980653,0.20723352084234825,1.0,0.9694656488549618,0.9713261648745519,0.7574204008147404,True,98,98.0
315468,CAREONE AT PARSIPPANY,PARSIPPANY TROY HILL,Morris,NJ,4.0,4.0,3.07058,0.7254237288135593,0,33.0,36.0,0,False,0.75,0.75,0.22718401233654473,0.4118402041819156,1.0,0.9312977099236641,0.9526881720430107,0.7569064647749262,True,99,99.0
315515,"ATRIUM AT NAVESINK HARBOR, THE",RED BANK,Monmouth,NJ,3.0,5.0,5.04454,0.8744186046511628,0,48.0,52.0,0,False,0.5,1.0,0.5346568119689405,0.24260110895313614,1.0,0.9007633587786259,0.9311827956989247,0.7567433066647071,True,100,100.0
335614,BAYBERRY NURSING HOME,NEW ROCHELLE,Westchester,NY,4.0,5.0,3.72066,0.9266666666666666,0,11.0,12.0,0,False,0.75,1.0,0.32844336793900275,0.18325400259627878,1.0,0.9770992366412213,0.9842293906810036,0.7563952859321474,True,101,101.0
315300,ALARIS HEALTH AT HAMILTON PARK,JERSEY CITY,Hudson,NJ,4.0,3.0,3.82496,0.6265384615384616,0,28.0,20.0,0,False,0.75,0.5,0.34468960038629587,0.5241612022767366,1.0,0.9618320610687023,0.9598566308243728,0.7563472785078272,True,102,102.0
315143,HOLLY MANOR CENTER,MENDHAM,Morris,NJ,2.0,5.0,3.25533,0.6959677419354838,0,78.0,76.0,0,False,0.25,1.0,0.2559614950272199,0.4452984324618585,1.0,0.8549618320610687,0.8881720430107527,0.7560707619631869,True,103,103.0
335336,MARGARET TIETZ CENTER FOR NURSING CARE INC,JAMAICA,Queens,NY,5.0,5.0,2.59006,0.9590000000000001,0,6.0,0.0,0,False,1.0,1.0,0.15233607738378024,0.14652747728256166,1.0,1.0,0.9913978494623656,0.7559511684781308,True,104,104.0
315357,ALARIS HEALTH AT CEDAR GROVE,CEDAR GROVE,Essex,NJ,1.0,5.0,5.5559,0.7034782608695652,0,116.75,96.0,0,False,0.0,1.0,0.6143085226520457,0.43676744492314645,1.0,0.816793893129771,0.8326164874551971,0.7552872312861753,True,105,105.0
315275,CONCORD HEALTHCARE & REHABILITATION CENTER,LAKEWOOD,Ocean,NJ,4.0,4.0,3.96232,0.7933333333333333,0,16.0,16.0,0,False,0.75,0.75,0.36608540564957676,0.3347035915188231,1.0,0.9694656488549618,0.9770609318996416,0.7547659114971893,True,106,106.0
335583,ARCHCARE AT PROVIDENCE REST,BRONX,Bronx,NY,5.0,5.0,2.81028,0.9734999999999999,0,9.0,0.0,0,False,1.0,1.0,0.1866385252221591,0.1300573344872351,1.0,1.0,0.9870967741935484,0.7545648073483866,True,107,107.0
315511,CareOne At Hanover Township,WHIPPANY,Morris,NJ,2.0,5.0,3.86201,0.75,0,78.75,40.0,0,False,0.25,1.0,0.3504606733697304,0.38392470791864997,1.0,0.9236641221374046,0.8870967741935484,0.7544996923897596,True,108,108.0
315494,ALARIS HEALTH AT THE CHATEAU,ROCHELLE PARK,Bergen,NJ,4.0,4.0,3.5531,0.7796812749003984,0,22.0,16.0,0,False,0.75,0.75,0.30234347619529756,0.3502105813009322,1.0,0.9694656488549618,0.9684587813620071,0.7529214035939332,True,109,109.0
315310,OPTIMA CARE HARBORVIEW,JERSEY CITY,Hudson,NJ,4.0,4.0,2.84742,0.74,0,31.0,24.0,0,False,0.75,0.75,0.19242361700636304,0.3952834270878408,1.0,0.9541984732824428,0.9555555555555556,0.752716280507706,True,110,110.0
335239,"CLOVE LAKES HEALTH CARE AND REHAB CENTER, INC",STATEN ISLAND,Richmond,NY,3.0,5.0,2.88792,0.8201388888888889,0,33.0,20.0,0,False,0.5,1.0,0.19873207735262738,0.30425591374585326,1.0,0.9618320610687023,0.9526881720430107,0.7518585751215644,True,111,111.0
335455,CARMEL RICHMOND HEALTHCARE AND REHAB CENTER,STATEN ISLAND,Richmond,NY,4.0,5.0,2.79146,0.9026666666666667,0,13.0,16.0,0,False,0.75,1.0,0.18370703821680856,0.21051492860233667,1.0,0.9694656488549618,0.9813620071684588,0.7511485342890885,True,112,112.0
335490,BETHEL NURSING HOME COMPANY INC,OSSINING,Westchester,NY,2.0,5.0,4.19439,0.7790697674418605,0,54.0,60.0,0,False,0.25,1.0,0.40223366225593665,0.35090517545007194,1.0,0.8854961832061069,0.9225806451612903,0.7509304297838248,True,113,113.0
335131,"NEW CARLTON REHAB AND NURSING CENTER, L L C",BROOKLYN,Kings,NY,3.0,5.0,3.55597,0.8418918918918918,0,35.0,44.0,0,False,0.5,1.0,0.3027905201753908,0.2795472885260857,1.0,0.916030534351145,0.9498207885304659,0.7505202649025186,True,114,114.0
335847,HOPKINS CENTER FOR REHABILITATION AND HEALTHCARE,BROOKLYN,Kings,NY,5.0,5.0,2.94656,0.9937499999999999,0,10.0,4.0,0,False,1.0,1.0,0.20786610487620621,0.10705592816962373,1.0,0.9923664122137404,0.985663082437276,0.7505045274311496,True,115,115.0
335213,MASSAPEQUA CENTER REHABILITATION & NURSING,AMITYVILLE,Suffolk,NY,4.0,5.0,2.9614,0.91375,0,12.0,16.0,0,False,0.75,1.0,0.2101776493586399,0.19792568152315027,1.0,0.9694656488549618,0.9827956989247312,0.7504440029791274,True,116,116.0
335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,WOODMERE,Nassau,NY,3.0,5.0,2.647,0.8023809523809524,0,38.0,40.0,0,False,0.5,1.0,0.16120530533726898,0.32442665512765034,1.0,0.9236641221374046,0.9455197132616487,0.7502620790085194,True,117,117.0
335108,SEA VIEW HOSPITAL REHABILITATION CENTER AND HOME,STATEN ISLAND,Richmond,NY,4.0,5.0,4.57514,0.9845394736842106,0,17.0,20.0,0,False,0.75,1.0,0.4615409777334715,0.11751790635177295,1.0,0.9618320610687023,0.9756272401433692,0.7501109998572043,True,118,118.0
315501,COMPLETE CARE AT WALL LLC,WALL,Monmouth,NJ,1.0,5.0,3.42534,0.6061538461538462,0,108.0,144.0,0,False,0.0,1.0,0.2824430096807608,0.547315514429318,1.0,0.7251908396946565,0.8451612903225807,0.7496244059275681,True,119,119.0
315195,AUTUMN LAKE HEALTHCARE AT BERKELEY HEIGHTS,BERKELEY HEIGHTS,Union,NJ,3.0,5.0,3.66637,0.8584615384615384,0,57.0,16.0,0,False,0.5,1.0,0.3199869157859486,0.26072629231434963,1.0,0.9694656488549618,0.9182795698924731,0.7492793579626023,True,120,120.0
335232,UPPER EAST SIDE REHABILITATION AND NURSING CENTER,NEW YORK CITY,New York,NY,4.0,5.0,2.74732,0.9098196392785571,0,16.0,16.0,0,False,0.75,1.0,0.1768315952616454,0.20239006788999903,1.0,0.9694656488549618,0.9770609318996416,0.7486091699775891,True,121,121.0
335606,QUEEN OF PEACE RESIDENCE,QUEENS VILLAGE,Queens,NY,4.0,,8.03202,0.5622641509433962,0,18.0,20.0,1,False,0.75,0.0,1.0,0.597168586661006,1.0,0.9618320610687023,0.9741935483870968,0.7483950978170583,True,122,122.0
315372,WHITE HOUSE HEALTHCARE AND REHABILITATION CENTER,ORANGE,Essex,NJ,4.0,5.0,3.78315,0.9340909090909091,0,36.0,44.0,0,False,0.75,1.0,0.3381770886066091,0.17482101412218254,1.0,0.916030534351145,0.9483870967741935,0.7483612687213211,True,123,123.0
335539,OUR LADY OF CONSOLATION NURSING AND REHAB CARE CTR,WEST ISLIP,Suffolk,NY,2.0,4.0,3.66546,0.6164444444444444,0,57.0,64.0,0,False,0.25,0.75,0.3198451701337239,0.535626712822732,1.0,0.8778625954198473,0.9182795698924731,0.7480619624224457,True,124,124.0
315336,"GARDENS AT MONROE HEALTHCARE AND REHABILITATION, T",MONROE TOWNSHIP,Middlesex,NJ,3.0,4.0,3.88833,0.7374999999999999,0,34.0,16.0,0,False,0.5,0.75,0.3545603937725372,0.39812310688013863,1.0,0.9694656488549618,0.9512544802867383,0.7478321316824753,True,125,125.0
335416,DRY HARBOR NURSING HOME,MIDDLE VILLAGE,Queens,NY,4.0,5.0,3.60545,0.9524999999999999,0,18.0,16.0,0,False,0.75,1.0,0.31049774530954294,0.1539106447425359,1.0,0.9694656488549618,0.9741935483870968,0.7475634911985151,True,126,126.0
335797,THE OSBORN,RYE,Westchester,NY,3.0,5.0,4.49409,0.9047619047619048,0,35.0,32.0,0,False,0.5,1.0,0.448916268818293,0.20813500649069672,1.0,0.9389312977099237,0.9498207885304659,0.7472909553236268,True,127,127.0
315485,CAREONE AT WALL,WALL,Monmouth,NJ,2.0,5.0,3.40442,0.7623076923076922,0,82.25,32.0,0,False,0.25,1.0,0.2791844173241225,0.3699447458642613,1.0,0.9389312977099237,0.882078853046595,0.747144914690959,True,128,128.0
335763,ST VINCENT DEPAUL RESIDENCE,BRONX,Bronx,NY,2.0,3.0,,0.3865,0,56.0,56.0,1,False,0.25,0.5,0.0,0.7968141497187364,1.0,0.8931297709923665,0.9197132616487456,0.7466632486998087,True,129,129.0
315053,PINE ACRES REHABILITATION AND HEALTHCARE,MADISON,Morris,NJ,4.0,4.0,3.705,0.8137254901960784,0,20.0,16.0,0,False,0.75,0.75,0.32600409660511376,0.3115407132130221,1.0,0.9694656488549618,0.9713261648745519,0.7465298607124068,True,130,130.0
315341,COMPLETE CARE AT CLARK LLC,CLARK,Union,NJ,4.0,5.0,3.19765,0.9285714285714286,0,33.0,24.0,0,False,0.75,1.0,0.24697700137851544,0.1810904370402423,1.0,0.9541984732824428,0.9526881720430107,0.7462239255589068,True,131,131.0
335083,BERKSHIRE NURSING & REHABILITATION CENTER,WEST BABYLON,Suffolk,NY,4.0,5.0,2.78557,0.9137142857142857,0,22.0,28.0,0,False,0.75,1.0,0.18278958558867284,0.1979662483773259,1.0,0.9465648854961832,0.9684587813620071,0.7458365712556316,True,132,132.0
335436,JAMAICA HOSPITAL NURSING HOME CO INC,JAMAICA,Queens,NY,4.0,5.0,3.60088,0.9712389380530974,0,13.0,0.0,0,False,0.75,1.0,0.30978590175935955,0.13262561125513617,1.0,1.0,0.9813620071684588,0.7456446244780875,True,133,133.0
315083,ACCLAIM REHABILITATION AND NURSING CENTER,JERSEY CITY,Hudson,NJ,3.0,5.0,3.53391,0.846448087431694,0,49.0,60.0,0,False,0.5,1.0,0.2993543563423392,0.27437203396443244,1.0,0.8854961832061069,0.9297491039426523,0.7455511246703139,True,134,134.0
335791,QUEENS BOULEVARD EXTENDED CARE FACILITY,WOODSIDE,Queens,NY,4.0,5.0,2.77964,0.9235714285714286,0,20.0,16.0,0,False,0.75,1.0,0.18186590238241737,0.18676979662483773,1.0,0.9694656488549618,0.9713261648745519,0.745211936141889,True,135,135.0
315134,COMPLETE CARE AT GREEN KNOLL,BRIDGEWATER,Somerset,NJ,3.0,5.0,3.11118,0.8409090909090909,0,51.75,36.0,0,False,0.5,1.0,0.23350804912810852,0.2806636245623697,1.0,0.9312977099236641,0.9258064516129032,0.745185934596556,True,136,136.0
335770,N Y S VETERANS HOME IN N Y C,JAMAICA,Queens,NY,4.0,4.0,4.86194,0.8696,0,22.0,20.0,0,False,0.75,0.75,0.5062142228522029,0.2480744266551277,1.0,0.9618320610687023,0.9684587813620071,0.7450520246605924,True,137,137.0
335441,CORTLANDT HEALTHCARE,CORTLANDT MANOR,Westchester,NY,4.0,5.0,2.85713,0.9341666666666666,0,16.0,8.0,0,False,0.75,1.0,0.19393608984493654,0.17473496321938575,1.0,0.9847328244274809,0.9770609318996416,0.7449953382735869,True,138,138.0
315351,BRIGHTON GARDENS OF EDISON,EDISON,Middlesex,NJ,3.0,4.0,6.18005,0.84,0,53.75,32.0,0,False,0.5,0.75,0.7115289059883644,0.2816962353959326,1.0,0.9389312977099237,0.9229390681003584,0.7441777127133175,True,139,139.0
315452,PEACE CARE ST JOSEPH'S,JERSEY CITY,Hudson,NJ,3.0,5.0,4.29549,0.8964028776978417,0,49.0,44.0,0,False,0.5,1.0,0.41798144845364843,0.21762979058553256,1.0,0.916030534351145,0.9297491039426523,0.7440464613217175,True,140,140.0
315460,COMPLETE CARE AT PROSPECT HEIGHTS LLC,HACKENSACK,Bergen,NJ,1.0,5.0,2.81068,0.6127551020408163,0,112.0,120.0,0,False,0.0,1.0,0.18670083100335677,0.5398173332509119,1.0,0.7709923664122138,0.839426523297491,0.7440408371761283,True,141,141.0
335656,HAYM SOLOMON HOME FOR THE AGED,BROOKLYN,Kings,NY,4.0,5.0,3.6848,0.9745833333333334,0,20.0,8.0,0,False,0.75,1.0,0.3228576546546313,0.12882680657723933,1.0,0.9847328244274809,0.9713261648745519,0.7439569331205986,True,142,142.0
315103,EXCEL CARE AT WAYNE,WAYNE,Passaic,NJ,5.0,4.0,2.79297,0.855,0,18.0,20.0,0,False,1.0,0.75,0.1839422425408298,0.2646581566421463,1.0,0.9618320610687023,0.9741935483870968,0.7438530229945048,True,143,143.0
335050,MARY MANNING WALSH NURSING HOME CO INC,NEW YORK,New York,NY,4.0,5.0,3.18536,0.9469613259668509,0,18.0,20.0,0,False,0.75,1.0,0.24506265625121698,0.16020186903375877,1.0,0.9618320610687023,0.9741935483870968,0.7436924194863065,True,144,144.0
315120,CHATHAM HILLS SUBACUTE CARE CENTER,CHATHAM,Morris,NJ,3.0,5.0,3.37797,0.8481481481481481,0,59.0,52.0,0,False,0.5,1.0,0.27506444754242637,0.27244098273955486,1.0,0.9007633587786259,0.9154121863799283,0.7434687814942603,True,145,145.0
335523,NORWEGIAN CHRISTIAN HOME AND HEALTH CENTER,BROOKLYN,Kings,NY,4.0,5.0,3.34307,0.9622222222222223,0,12.0,12.0,0,False,0.75,1.0,0.26962826813292945,0.14286744555026676,1.0,0.9770992366412213,0.9827956989247312,0.7434375385964058,True,146,146.0
335161,DALEVIEW CARE CENTER,EAST FARMINGDALE,Nassau,NY,3.0,5.0,3.04335,0.8577464788732394,0,33.0,28.0,0,False,0.5,1.0,0.22294254628151317,0.2615385084196221,1.0,0.9465648854961832,0.9526881720430107,0.7433436520771125,True,147,147.0
335491,"THE NEW JEWISH HOME, MANHATTAN",NEW YORK,New York,NY,2.0,5.0,3.44503,0.7937743190661478,0,60.75,24.0,0,False,0.25,1.0,0.2855100117602163,0.3342026882091571,1.0,0.9541984732824428,0.9129032258064516,0.743229983962613,True,148,148.0
315101,COMPLETE CARE AT PLAINFIELD LLC,PLAINFIELD,Union,NJ,4.0,5.0,3.27586,0.960377358490566,0,17.0,8.0,0,False,0.75,1.0,0.2591593392471905,0.14496297445359774,1.0,0.9847328244274809,0.9756272401433692,0.7431720233699167,True,149,149.0
335648,DITMAS PARK CARE CENTER,BROOKLYN,Kings,NY,4.0,5.0,3.38071,0.971,0,11.0,8.0,0,False,0.75,1.0,0.27549124214363047,0.13289701427953282,1.0,0.9847328244274809,0.9842293906810036,0.7423674642921938,True,150,150.0
335321,SPLIT ROCK REHABILITION AND HEALTH CARE CENTER,BRONX,Bronx,NY,4.0,5.0,2.74712,0.9333333333333333,0,16.0,20.0,0,False,0.75,1.0,0.1768004423710465,0.1756815231501515,1.0,0.9618320610687023,0.9770609318996416,0.7423384289135605,True,151,151.0
335747,"ROCKVILLE SKILLED NURSING & REHAB CENTER, L L C",ROCKVILLE CENTRE,Nassau,NY,4.0,5.0,2.87791,0.9424242424242425,0,15.0,16.0,0,False,0.75,1.0,0.19717287517815563,0.16535541481452343,1.0,0.9694656488549618,0.978494623655914,0.7422285280094716,True,152,152.0
335140,BELAIR CARE CENTER INC,BELLMORE,Nassau,NY,4.0,5.0,3.20056,0.9529411764705883,0,20.0,20.0,0,False,0.75,1.0,0.2474302759367285,0.153409524779189,1.0,0.9618320610687023,0.9713261648745519,0.742201219729825,True,153,153.0
315140,WATERFRONT REHABILITATION AND HEALTHCARE CENTER,RARITAN,Somerset,NJ,4.0,5.0,3.39691,0.9608695652173913,0,34.0,12.0,0,False,0.75,1.0,0.27801462628213625,0.14440389065527826,1.0,0.9770992366412213,0.9512544802867383,0.7421128582268522,True,154,154.0
335373,BAINBRIDGE NURSING & REHABILITATION CENTER,BRONX,Bronx,NY,4.0,5.0,3.3599,0.966,0,14.0,16.0,0,False,0.75,1.0,0.2722497838768215,0.13857637386412824,1.0,0.9694656488549618,0.9799283154121864,0.7419552049811682,True,155,155.0
335175,BROOKSIDE MULTICARE NURSING CENTER,SMITHTOWN,Suffolk,NY,4.0,4.0,3.98939,0.8504249291784702,0,14.0,12.0,0,False,0.75,0.75,0.3703019493921293,0.26985485110623786,1.0,0.9770992366412213,0.9799283154121864,0.7419210039117321,True,156,156.0
315266,Park Crescent Healthcare & Rehabilitation Center,EAST ORANGE,Essex,NJ,3.0,5.0,3.76125,0.8842105263157894,0,51.75,36.0,0,False,0.5,1.0,0.33476584708603657,0.2314787401216153,1.0,0.9312977099236641,0.9258064516129032,0.7418790163562463,True,157,157.0
335432,LONG BEACH NURSING AND REHABILITATION CENTER,LONG BEACH,Nassau,NY,3.0,4.0,2.87931,0.6995,0,37.0,44.0,0,False,0.5,0.75,0.19739094541234747,0.4412862397230636,1.0,0.916030534351145,0.9469534050179211,0.7417309717107575,True,158,158.0
335748,SAINTS JOACHIM & ANNE NURSING AND REHAB CENTER,BROOKLYN,Kings,NY,4.0,5.0,2.85604,0.9484999999999999,0,15.0,8.0,0,False,0.75,1.0,0.1937663065911729,0.15845413241021222,1.0,0.9847328244274809,0.978494623655914,0.7415968679932288,True,159,159.0
335805,DR SUSAN SMITH MCKINNEY NURSING AND REHAB CENTER,BROOKLYN,Kings,NY,5.0,4.0,4.80739,0.9690625,0,6.0,8.0,0,False,1.0,0.75,0.4977172719413703,0.1350977661185634,1.0,0.9847328244274809,0.9913978494623656,0.7413672317276363,True,160,160.0
335139,FOREST HILLS CARE CENTER,FOREST HILLS,Queens,NY,3.0,5.0,3.2674,0.884,0,26.0,20.0,0,False,0.5,1.0,0.25784157197485963,0.23171787105149289,1.0,0.9618320610687023,0.9627240143369176,0.7412536614667827,True,161,161.0
335814,ELMHURST CARE CENTER INC,EAST ELMHURST,Queens,NY,4.0,5.0,3.38561,0.9670833333333333,0,22.0,16.0,0,False,0.75,1.0,0.27625448796330193,0.13734584595413257,1.0,0.9694656488549618,0.9684587813620071,0.7411583182887621,True,162,162.0
315194,COMPLETE CARE AT ST VINCENTS LLC,CEDAR GROVE,Essex,NJ,5.0,4.0,3.27503,0.905298013245033,0,4.0,0.0,0,False,1.0,0.75,0.2590300547512053,0.20752605592028928,1.0,1.0,0.9942652329749104,0.7411338182490702,True,163,163.0
315104,CORNELL HALL CARE & REHABILITATION CENTER,UNION,Union,NJ,2.0,4.0,3.23378,0.6468926553672316,0,66.0,20.0,0,False,0.25,0.75,0.25260477106519524,0.5010414451151091,1.0,0.9618320610687023,0.9053763440860215,0.7409241079689463,True,164,164.0
315365,COMPLETE CARE AT OCEAN GROVE LLC,OCEAN GROVE,Monmouth,NJ,2.0,4.0,3.08412,0.6040816326530613,0,74.0,80.0,0,False,0.25,0.75,0.22929306303008595,0.5496692835507202,1.0,0.8473282442748091,0.8939068100358423,0.7406811405709213,True,165,165.0
335796,MEADOWBROOK CARE CENTER,FREEPORT,Nassau,NY,4.0,5.0,2.94303,0.9546428571428572,0,14.0,12.0,0,False,0.75,1.0,0.20731625635713674,0.1514766334919948,1.0,0.9770992366412213,0.9799283154121864,0.7406266934918949,True,166,166.0
335332,EGER HEALTH CARE AND REHABILITATION CENTER,STATEN ISLAND,Richmond,NY,2.0,5.0,2.9021,0.7828042328042327,0,43.0,32.0,0,False,0.25,1.0,0.2009408172960849,0.34666330112024635,1.0,0.9389312977099237,0.9383512544802868,0.7405866623462167,True,167,167.0
315216,COMPLETE CARE AT CEDAR GROVE,CEDAR GROVE,Essex,NJ,3.0,5.0,3.74909,0.9010526315789473,0,40.0,24.0,0,False,0.5,1.0,0.33287175133762725,0.2123482657313991,1.0,0.9541984732824428,0.942652329749104,0.7404833822545264,True,168,168.0
335027,WEST VILLAGE REHABILITATION AND NURSING CENTER,NEW YORK,New York,NY,4.0,5.0,3.03023,0.9542857142857143,0,16.0,20.0,0,False,0.75,1.0,0.22089891665822947,0.15188230203375164,1.0,0.9618320610687023,0.9770609318996416,0.7403884868377021,True,169,169.0
315180,ALAMEDA CENTER FOR REHABILITATION AND HEALTHCARE,PERTH AMBOY,Middlesex,NJ,3.0,5.0,4.03504,0.894,0,57.0,48.0,0,False,0.5,1.0,0.3774125966713137,0.22035915188230204,1.0,0.9083969465648855,0.9182795698924731,0.740369040626827,True,170,170.0
315354,SUNNYSIDE MANOR,WALL,Monmouth,NJ,4.0,4.0,4.81356,0.8833333333333333,0,23.0,28.0,0,False,0.75,0.75,0.49867833861634436,0.23247511899610562,1.0,0.9465648854961832,0.9670250896057347,0.7399781193361842,True,171,171.0
335294,LONG ISLAND CARE CENTER INC,FLUSHING,Queens,NY,4.0,5.0,3.00049,0.9540000000000001,0,25.0,20.0,0,False,0.75,1.0,0.21626648182618252,0.15220683686715708,1.0,0.9618320610687023,0.96415770609319,0.7392054828278246,True,172,172.0
335695,Manhattanville Health Care Center,BRONX,Bronx,NY,4.0,5.0,2.6409,0.938,0,25.0,20.0,0,False,0.75,1.0,0.16025514217400447,0.17038078753786257,1.0,0.9618320610687023,0.96415770609319,0.7390990908535345,True,173,173.0
315234,ARBOR RIDGE REHABILITATION AND HEALTHCARE CENTER,WAYNE,Passaic,NJ,3.0,5.0,3.45094,0.885,0,37.0,44.0,0,False,0.5,1.0,0.28643057967741187,0.23058199913457378,1.0,0.916030534351145,0.9469534050179211,0.7386543226035857,True,174,174.0
315264,"COMPLETE CARE AT BEY LEA, LLC",TOMS RIVER,Ocean,NJ,4.0,4.0,3.0543,0.8049999999999999,0,28.0,32.0,0,False,0.75,0.75,0.22464816704179943,0.32145175248810054,1.0,0.9389312977099237,0.9598566308243728,0.7384136680743142,True,175,175.0
335702,NORTHWELL HEALTH STERN FAMILY CENTER FOR REHAB,MANHASSET,Nassau,NY,3.0,5.0,4.37103,0.9390625,0,28.0,32.0,0,False,0.5,1.0,0.42974789523282897,0.16917392362613592,1.0,0.9389312977099237,0.9598566308243728,0.7382898281889668,True,176,176.0
315346,NEW JERSEY VETERANS MEMORIAL HOME AT PARAMUS,PARAMUS,Bergen,NJ,5.0,,6.29681,0.5967261904761905,0,18.0,24.0,1,False,1.0,0.0,0.7297159635199651,0.5580241237559498,1.0,0.9541984732824428,0.9741935483870968,0.7380128826040968,True,177,177.0
335739,LUXOR NURSING AND REHABILITATION AT MILLS POND,ST JAMES,Suffolk,NY,4.0,5.0,2.67758,0.9468253968253968,0,19.0,20.0,0,False,0.75,1.0,0.16596858230983108,0.16035626712822748,1.0,0.9618320610687023,0.9727598566308244,0.7379735215281457,True,178,178.0
335159,ROSS CENTER FOR NURSING AND REHABILITATION,BRENTWOOD,Suffolk,NY,2.0,5.0,3.06125,0.7807407407407407,0,54.0,60.0,0,False,0.25,1.0,0.22573072999010899,0.3490071638059523,1.0,0.8854961832061069,0.9225806451612903,0.7379163606982402,True,179,179.0
315333,COMPLETE CARE AT ARBORS,TOMS RIVER,Ocean,NJ,3.0,5.0,2.86936,0.865,0,41.0,44.0,0,False,0.5,1.0,0.19584108910505538,0.25329943747295547,1.0,0.916030534351145,0.9412186379928316,0.7366420409905642,True,180,180.0
315306,CAREONE AT NEW MILFORD,NEW MILFORD,Bergen,NJ,2.0,5.0,2.95345,0.7635593220338982,0,75.0,80.0,0,False,0.25,1.0,0.2089393219573362,0.36852305480788283,1.0,0.8473282442748091,0.8924731182795699,0.7360221320668118,True,181,181.0
335334,THE RIVERSIDE,NEW YORK,New York,NY,4.0,5.0,2.4492,0.9492307692307693,0,25.0,12.0,0,False,0.75,1.0,0.13039509653501974,0.1576240721632327,1.0,0.9770992366412213,0.96415770609319,0.735323161125652,True,182,182.0
315348,HEALTH CENTER AT BLOOMINGDALE,BLOOMINGDALE,Passaic,NJ,4.0,4.0,3.79608,0.8566666666666667,0,32.0,20.0,0,False,0.75,0.75,0.34019112298382387,0.26276503678061447,1.0,0.9618320610687023,0.9541218637992832,0.7353171541566894,True,183,183.0
315344,OPTIMA CARE CASTLE HILL,UNION CITY,Hudson,NJ,1.0,5.0,3.88859,0.6362790697674419,0,163.25,195.0,0,False,0.0,1.0,0.3546008925303158,0.513097118935727,1.0,0.6278625954198473,0.7659498207885305,0.734836047538991,True,184,184.0
335290,THE CHATEAU AT BROOKLYN REHAB AND NURSING CENTER,BROOKLYN,Kings,NY,4.0,5.0,2.45673,0.9592592592592594,0,15.0,8.0,0,False,0.75,1.0,0.13156800286606596,0.14623299197076778,1.0,0.9847328244274809,0.978494623655914,0.7345353162044118,True,185,185.0
335674,THE HAMLET REHABILITATION AND HEALTHCARE CENTER AT,NESCONSET,Suffolk,NY,4.0,5.0,2.76381,0.9741666666666667,0,19.0,12.0,0,False,0.75,1.0,0.17940015109151944,0.12930008654262226,1.0,0.9770992366412213,0.9727598566308244,0.7333685359993881,True,186,186.0
335837,MARIA REGINA REHABILITATION AND NURSING,BRENTWOOD,Suffolk,NY,3.0,5.0,3.77964,0.9297872340425533,0,36.0,32.0,0,False,0.5,1.0,0.33763035537659963,0.17970943774915527,1.0,0.9389312977099237,0.9483870967741935,0.7331483616505846,True,187,187.0
335342,NORTH WESTCHESTER RESTORATIVE THERAPY & NRSG CRT,MOHEGAN LAKE,Westchester,NY,3.0,5.0,3.49665,0.9233333333333333,0,27.0,28.0,0,False,0.5,1.0,0.2935505728237759,0.18704024231934235,1.0,0.9465648854961832,0.9612903225806452,0.7330376077041879,True,188,188.0
